UniqueMemberRef,MemberName,FirstName,LastName,Gender,DateOfBirth,YearOfBirth,Postcode,NHSNumber,ClientName,ClientIdentifier,SchemeCategory,SchemeIdentifier,Plan,Product,RegistrationStatus,JoinDate,LapseDate,ContractStartDate,ContractEndDate,LengthOfServiceYears
UM0008100,Olivia Harris,Olivia,Harris,Female,1982-01-13,1982,EC1A 8LE,5658414220,Mercer Group,C1622,Corporate,S97098,Platinum,Executive,Active,2018-11-10,,2018-03-31,2026-12-01,6
UM0008101,Alfie Wright,Alfie,Wright,Male,1957-10-10,1957,NW1 0QG,0623801788,Mercer Group,C8468,Corporate,S21790,Bronze,Executive,Active,2010-06-13,,2009-10-08,2013-07-29,15
UM0008102,Jacob Thomas,Jacob,Thomas,Male,1969-01-02,1969,LS1 5CO,1192346487,Mercer Group,C5670,Family,S51407,Enhanced,Executive,Active,2018-02-26,,2017-11-26,2024-08-25,7
UM0008103,Oscar Williams,Oscar,Williams,Male,1968-03-29,1968,SW3 9VU,3887755578,TrustHealth Ltd,C4002,Family,S65037,Gold,Executive,Active,2020-11-10,,2020-05-24,2026-08-29,4
UM0008104,Noah Taylor,Noah,Taylor,Male,1983-10-23,1983,EN1 4HF,4097748352,Mercer Group,C5550,Corporate,S46627,Bronze,Executive,Active,2021-06-24,,2020-11-16,2026-10-16,4
UM0008105,Charlotte Wright,Charlotte,Wright,Female,1978-06-15,1978,LS1 3MP,6543090727,GlobalHealth Ltd,C3985,Family,S53196,Enhanced,Enhanced,Active,2010-11-18,,2010-05-14,2016-12-04,14
UM0008106,James Smith,James,Smith,Male,2006-04-19,2006,N1 2OO,8865492935,TrustHealth Ltd,C4027,Individual,S68322,Platinum,Executive,Active,2016-06-12,,2015-10-11,2019-08-11,9
UM0008107,Henry Evans,Henry,Evans,Male,1969-06-22,1969,B1 9QW,9448129049,Mercer Group,C5997,Corporate,S93876,Enhanced,Standard,Active,2011-05-12,,2011-05-02,2016-07-08,14
UM0008108,Evie Harris,Evie,Harris,Female,1979-04-14,1979,E1 0GI,2543430233,Acme Corp,C8364,Corporate,S23225,Silver,Standard,Active,2017-02-18,,2016-12-19,2019-12-28,8
UM0008109,James Thomas,James,Thomas,Male,1967-08-30,1967,SE1 9BH,8589191120,BlueShield UK,C7000,Family,S63878,Enhanced,Enhanced,Active,2017-02-03,,2016-03-28,2019-04-24,8
UM0008110,Ella Jones,Ella,Jones,Female,1975-08-31,1975,EC1A 4WF,7917910844,BlueShield UK,C9763,Family,S16397,Standard,Enhanced,Active,2020-08-25,,2019-11-16,2026-09-07,5
UM0008111,Noah Davies,Noah,Davies,Male,1985-04-30,1985,SW3 9QD,5090229127,Healthcare Co,C4683,Family,S72039,Gold,Standard,Active,2013-02-07,,2012-03-19,2015-03-24,12
UM0008112,Emily Thomas,Emily,Thomas,Female,1985-12-04,1985,KT1 1PZ,0769271524,Mercer Group,C5352,Family,S15092,Enhanced,Executive,Active,2021-01-29,,2020-07-01,2026-04-26,4
UM0008113,Olivia Davies,Olivia,Davies,Female,1996-03-06,1996,SW1A 1MP,1651552233,Acme Corp,C5964,Family,S99058,Silver,Standard,Active,2016-12-11,,2016-11-27,2022-03-11,8
UM0008114,Olivia Harris,Olivia,Harris,Female,2003-08-13,2003,W1A 5XE,0328171445,BlueShield UK,C1551,Corporate,S15046,Silver,Enhanced,Pending,2019-10-20,,2019-08-20,2021-07-13,6
UM0008115,Lily Robinson,Lily,Robinson,Female,2007-08-22,2007,SW1A 0AN,3620503351,GlobalHealth Ltd,C4078,Individual,S34452,Executive,Standard,Active,2017-08-03,,2016-11-27,2022-02-01,8
UM0008116,Amelia Wright,Amelia,Wright,Female,1982-03-24,1982,E1 1LW,0879110380,Acme Corp,C4320,Corporate,S49777,Gold,Executive,Lapsed,2019-11-02,2023-10-07,2019-10-02,2026-08-10,5
UM0008117,Emily White,Emily,White,Female,1970-07-31,1970,E1 8ND,9755129715,TrustHealth Ltd,C8041,Family,S20372,Enhanced,Enhanced,Active,2014-07-10,,2013-11-13,2015-08-08,11
UM0008118,Charlotte Thomas,Charlotte,Thomas,Female,1975-08-13,1975,E1 3DO,8319214077,GlobalHealth Ltd,C7446,Corporate,S14972,Executive,Standard,Active,2010-05-19,,2009-09-29,2011-04-04,15
UM0008119,Olivia Taylor,Olivia,Taylor,Female,1985-12-03,1985,W1A 0IB,8183323348,TrustHealth Ltd,C2454,Corporate,S54915,Enhanced,Standard,Active,2012-07-28,,2011-11-17,2019-06-13,13
UM0008120,Isabella Evans,Isabella,Evans,Female,1994-07-28,1994,KT1 7DY,3456023450,Mercer Group,C8659,Family,S52351,Silver,Standard,Active,2022-06-16,,2021-08-27,2026-11-15,3
UM0008121,Isla Wilson,Isla,Wilson,Female,1961-11-11,1961,NW1 4UK,2585286258,BlueShield UK,C5529,Corporate,S77669,Platinum,Standard,Active,2022-08-29,,2022-06-04,2025-10-02,3
UM0008122,Oliver Wright,Oliver,Wright,Male,1984-06-07,1984,E1 7TW,8313607776,Acme Corp,C9887,Family,S37014,Standard,Enhanced,Active,2023-04-21,,2022-05-24,2030-01-15,2
UM0008123,Amelia Jones,Amelia,Jones,Female,1969-07-17,1969,SW1A 2VL,4623909508,TrustHealth Ltd,C5060,Individual,S88500,Gold,Standard,Active,2016-01-23,,2015-03-09,2016-09-20,9
UM0008124,Alfie Robinson,Alfie,Robinson,Male,1969-02-08,1969,M1 9BI,5436285866,BlueShield UK,C5059,Family,S30920,Bronze,Standard,Active,2020-05-12,,2019-12-19,2025-11-22,5
UM0008125,Evie Evans,Evie,Evans,Female,2007-07-17,2007,NW1 1WD,1618776419,GlobalHealth Ltd,C3274,Corporate,S29335,Silver,Executive,Active,2021-01-16,,2020-04-21,2023-02-04,4
UM0008126,Amelia Evans,Amelia,Evans,Female,1984-03-06,1984,SW3 0AU,6575938675,Acme Corp,C1755,Family,S20852,Platinum,Enhanced,Lapsed,2014-11-24,2018-07-09,2013-12-30,2019-12-09,10
UM0008127,George Wright,George,Wright,Male,1989-12-15,1989,M1 1JY,9482608393,Acme Corp,C3533,Individual,S70688,Executive,Enhanced,Active,2016-07-13,,2015-10-10,2023-05-23,9
UM0008128,Harry Jones,Harry,Jones,Male,1984-01-08,1984,SW3 8HL,8107919886,BlueShield UK,C1568,Corporate,S26046,Silver,Enhanced,Active,2010-07-10,,2009-09-23,2019-08-22,15
UM0008129,Arthur Brown,Arthur,Brown,Male,2001-10-28,2001,E1 7PY,9549127014,GlobalHealth Ltd,C4352,Individual,S86568,Standard,Standard,Active,2019-08-07,,2018-12-18,2023-03-22,6
UM0008130,Ava Davies,Ava,Davies,Female,1960-05-08,1960,SW1A 0BP,9912479460,Mercer Group,C5606,Corporate,S88281,Executive,Enhanced,Active,2016-04-22,,2015-08-31,2023-08-12,9
UM0008131,Alfie Harris,Alfie,Harris,Male,1977-12-10,1977,SE1 6BA,1294991847,Mercer Group,C1712,Individual,S62518,Executive,Enhanced,Active,2020-07-25,,2019-11-24,2022-03-14,5
UM0008132,Charlotte Smith,Charlotte,Smith,Female,1975-06-01,1975,NW1 3BE,4893136548,Mercer Group,C2409,Individual,S66481,Bronze,Standard,Active,2021-04-24,,2020-06-10,2029-03-12,4
UM0008133,Evie Robinson,Evie,Robinson,Female,1971-06-01,1971,W1A 2IT,6372646876,TrustHealth Ltd,C3941,Individual,S17872,Executive,Executive,Active,2021-07-22,,2020-09-06,2029-03-07,4
UM0008134,Poppy Wright,Poppy,Wright,Female,1986-11-22,1986,SW1A 1VE,9419963945,TrustHealth Ltd,C8192,Corporate,S10581,Standard,Enhanced,Lapsed,2010-09-24,2017-05-03,2010-08-06,2012-11-23,15
UM0008135,William Thompson,William,Thompson,Male,1969-11-26,1969,UB1 1AC,5184888133,TrustHealth Ltd,C2314,Corporate,S65084,Silver,Enhanced,Active,2013-07-08,,2013-01-01,2017-12-23,12
UM0008136,Evie Wilson,Evie,Wilson,Female,1985-04-09,1985,EC1A 3MU,5092736974,Mercer Group,C7083,Corporate,S99882,Platinum,Standard,Active,2012-12-22,,2012-09-23,2015-12-23,12
UM0008137,George Brown,George,Brown,Male,1972-02-09,1972,SW1A 0TE,6898507680,Healthcare Co,C3919,Corporate,S37546,Gold,Executive,Active,2014-06-12,,2013-06-30,2022-02-27,11
UM0008138,Freddie Thompson,Freddie,Thompson,Male,1975-02-26,1975,E1 2QY,6724253990,GlobalHealth Ltd,C3428,Individual,S27755,Bronze,Executive,Active,2022-07-03,,2021-11-11,2023-03-15,3
UM0008139,Jack Smith,Jack,Smith,Male,1972-02-10,1972,E1 1QH,6441653828,Healthcare Co,C6417,Individual,S32192,Standard,Executive,Active,2012-01-22,,2011-09-26,2019-08-02,13
UM0008140,Oscar Williams,Oscar,Williams,Male,1970-10-04,1970,SW1A 7QQ,1117258967,Mercer Group,C4043,Corporate,S99816,Silver,Executive,Active,2015-05-07,,2014-05-14,2021-05-04,10
UM0008141,Isabella Davies,Isabella,Davies,Female,1984-01-07,1984,B1 2ZQ,2777638987,Mercer Group,C8434,Corporate,S21728,Enhanced,Enhanced,Active,2023-04-27,,2022-12-17,2025-03-20,2
UM0008142,Charlotte Harris,Charlotte,Harris,Female,1977-12-18,1977,NW1 9ZS,3481171816,GlobalHealth Ltd,C8056,Family,S85273,Gold,Executive,Active,2015-06-05,,2015-04-21,2019-10-24,10
UM0008143,Charlotte Brown,Charlotte,Brown,Female,1982-03-19,1982,EN1 8EH,7069744534,BlueShield UK,C3830,Family,S85839,Standard,Executive,Active,2011-02-26,,2010-09-18,2013-10-27,14
UM0008144,Thomas Robinson,Thomas,Robinson,Male,1973-07-05,1973,EN1 2VC,3976364644,BlueShield UK,C6350,Family,S97763,Platinum,Standard,Active,2020-03-19,,2019-12-19,2021-10-11,5
UM0008145,Poppy Robinson,Poppy,Robinson,Female,1987-01-27,1987,SW3 9XI,1513813269,Healthcare Co,C6493,Individual,S51927,Platinum,Standard,Active,2022-04-16,,2021-08-08,2022-08-13,3
UM0008146,Ava Davies,Ava,Davies,Female,1992-10-08,1992,SE1 6IQ,2633111812,BlueShield UK,C9515,Family,S70149,Silver,Enhanced,Active,2012-06-10,,2011-08-19,2016-02-06,13
UM0008147,Oscar Davies,Oscar,Davies,Male,1978-06-05,1978,W2 9VN,3832145865,GlobalHealth Ltd,C3150,Corporate,S11180,Gold,Executive,Active,2022-01-02,,2021-03-04,2030-06-03,3
UM0008148,Arthur Thompson,Arthur,Thompson,Male,1979-07-10,1979,UB1 5PU,4443465436,Mercer Group,C6121,Individual,S10777,Enhanced,Executive,Lapsed,2018-05-19,2022-08-22,2017-09-06,2024-07-25,7
UM0008149,Henry Taylor,Henry,Taylor,Male,1953-12-07,1953,LS1 8LD,8179896457,Healthcare Co,C1884,Corporate,S13543,Enhanced,Enhanced,Active,2015-08-30,,2014-10-31,2017-12-12,10
UM0008150,Evie Smith,Evie,Smith,Female,1980-05-16,1980,SW3 9BW,0963651200,BlueShield UK,C1148,Family,S36167,Gold,Enhanced,Active,2017-09-04,,2016-09-04,2024-01-30,8
UM0008151,Harry White,Harry,White,Male,1991-07-11,1991,SW1A 1KC,3448202592,BlueShield UK,C2128,Individual,S19932,Silver,Standard,Active,2013-03-14,,2013-02-26,2021-06-14,12
UM0008152,Jack Thompson,Jack,Thompson,Male,1985-11-12,1985,UB1 5MU,7997142044,GlobalHealth Ltd,C2653,Corporate,S82815,Platinum,Enhanced,Lapsed,2020-06-05,2021-11-07,2019-08-25,2021-03-25,5
UM0008153,Sophie Brown,Sophie,Brown,Female,2005-03-02,2005,W2 4CQ,1953989737,Acme Corp,C4415,Individual,S79256,Silver,Executive,Lapsed,2021-05-30,2026-10-17,2020-10-04,2024-03-26,4
UM0008154,James Johnson,James,Johnson,Male,1960-05-05,1960,SW3 5MM,1389435878,GlobalHealth Ltd,C8098,Corporate,S47212,Silver,Enhanced,Active,2022-10-11,,2022-01-04,2028-01-26,3
UM0008155,Sophie Wilson,Sophie,Wilson,Female,2002-06-11,2002,B1 5MI,2053313941,GlobalHealth Ltd,C4117,Family,S94073,Silver,Executive,Active,2014-01-20,,2013-03-05,2015-03-26,11
UM0008156,Olivia Robinson,Olivia,Robinson,Female,1957-12-18,1957,LS1 8AU,9486238820,GlobalHealth Ltd,C9976,Individual,S28749,Enhanced,Enhanced,Active,2016-04-13,,2015-09-03,2018-08-20,9
UM0008157,Henry Evans,Henry,Evans,Male,1973-07-25,1973,E1 4NL,3660693711,BlueShield UK,C5726,Family,S67637,Silver,Enhanced,Active,2018-04-15,,2017-10-29,2021-07-30,7
UM0008158,Oliver Evans,Oliver,Evans,Male,1952-07-20,1952,SW1A 0EN,5278671237,GlobalHealth Ltd,C3265,Corporate,S40129,Standard,Enhanced,Active,2020-03-15,,2019-08-24,2021-10-23,5
UM0008159,Thomas Johnson,Thomas,Johnson,Male,1990-11-27,1990,HA1 6DU,0282826919,GlobalHealth Ltd,C5726,Family,S85105,Silver,Standard,Active,2017-03-20,,2017-03-12,2018-06-17,8
UM0008160,Oliver Smith,Oliver,Smith,Male,1985-10-23,1985,UB1 1YT,4566959921,Acme Corp,C5467,Family,S61344,Silver,Enhanced,Active,2016-04-20,,2016-01-08,2024-06-20,9
UM0008161,Emily Wright,Emily,Wright,Female,1970-11-21,1970,LS1 0SO,7547991542,GlobalHealth Ltd,C6709,Corporate,S40046,Platinum,Executive,Active,2023-02-15,,2023-01-27,2025-10-24,2
UM0008162,Alfie Robinson,Alfie,Robinson,Male,1981-02-11,1981,NW1 4IN,5106271336,TrustHealth Ltd,C4962,Corporate,S41400,Executive,Standard,Active,2018-10-14,,2017-12-14,2027-09-19,7
UM0008163,Sophia Brown,Sophia,Brown,Female,1973-11-16,1973,W2 1GY,0800076148,GlobalHealth Ltd,C4285,Family,S43094,Silver,Standard,Active,2019-12-06,,2019-10-18,2026-04-14,5
UM0008164,Lily Davies,Lily,Davies,Female,2002-02-12,2002,E1 9ZM,5933754440,Healthcare Co,C5156,Individual,S91600,Executive,Standard,Active,2012-10-27,,2012-01-23,2022-01-06,13
UM0008165,Olivia Thompson,Olivia,Thompson,Female,1983-06-08,1983,LS1 9IK,9698091118,GlobalHealth Ltd,C9321,Corporate,S91117,Enhanced,Standard,Active,2010-08-27,,2010-01-14,2016-03-18,15
UM0008166,James Smith,James,Smith,Male,1994-12-07,1994,W1A 5OQ,6503375569,GlobalHealth Ltd,C9658,Corporate,S12903,Enhanced,Standard,Active,2010-06-24,,2009-07-10,2013-06-10,15
UM0008167,Evie Smith,Evie,Smith,Female,1966-04-02,1966,E1 3ID,6258012857,Acme Corp,C9389,Family,S53555,Executive,Enhanced,Active,2019-02-17,,2018-07-10,2028-01-15,6
UM0008168,Jack Taylor,Jack,Taylor,Male,1991-07-05,1991,KT1 5JA,9344861694,Mercer Group,C1571,Individual,S63864,Executive,Enhanced,Active,2019-12-28,,2019-02-26,2025-10-20,5
UM0008169,Ella Wilson,Ella,Wilson,Female,1980-03-13,1980,W2 4TZ,5159340774,Acme Corp,C9793,Family,S78502,Standard,Executive,Active,2019-10-16,,2018-11-13,2023-11-16,6
UM0008170,Ella White,Ella,White,Female,1982-03-14,1982,EN1 0FH,1111592996,GlobalHealth Ltd,C6697,Corporate,S40768,Silver,Standard,Active,2018-09-25,,2018-09-23,2023-09-01,7
UM0008171,Alfie Robinson,Alfie,Robinson,Male,1987-11-01,1987,HA1 5FO,9078480368,GlobalHealth Ltd,C2725,Family,S19640,Enhanced,Enhanced,Active,2016-02-28,,2016-01-14,2018-07-21,9
UM0008172,Sophia Evans,Sophia,Evans,Female,1989-04-29,1989,BR1 0TO,2680271459,BlueShield UK,C6609,Family,S18726,Enhanced,Executive,Active,2013-10-19,,2013-08-05,2015-12-28,12
UM0008173,Lily Taylor,Lily,Taylor,Female,1991-07-24,1991,EC1A 3AY,0434513333,Healthcare Co,C3253,Corporate,S59858,Enhanced,Enhanced,Active,2017-08-17,,2016-12-23,2024-05-17,8
UM0008174,Poppy Brown,Poppy,Brown,Female,1987-06-29,1987,UB1 5HC,1969726570,GlobalHealth Ltd,C6916,Family,S10481,Gold,Enhanced,Active,2015-04-19,,2014-12-29,2024-05-20,10
UM0008175,Harry Harris,Harry,Harris,Male,1979-12-15,1979,UB1 7WM,6739260577,BlueShield UK,C4664,Corporate,S60839,Gold,Enhanced,Active,2021-05-07,,2020-06-09,2029-06-16,4
UM0008176,Jack Johnson,Jack,Johnson,Male,1995-04-19,1995,SW3 6VY,8722195759,BlueShield UK,C1931,Corporate,S55289,Bronze,Executive,Lapsed,2017-07-12,2025-01-19,2016-09-28,2023-07-15,8
UM0008177,Arthur Williams,Arthur,Williams,Male,1968-08-22,1968,NW1 3SC,0251363425,Mercer Group,C7800,Family,S15006,Standard,Executive,Active,2018-05-23,,2017-11-27,2019-10-02,7
UM0008178,Sophia Thomas,Sophia,Thomas,Female,1973-10-31,1973,SW3 0YB,2998452223,Healthcare Co,C2477,Individual,S94715,Enhanced,Executive,Active,2017-03-23,,2016-04-12,2022-09-23,8
UM0008179,Ella Taylor,Ella,Taylor,Female,1973-01-04,1973,KT1 3IN,9431542762,GlobalHealth Ltd,C3886,Family,S57726,Standard,Standard,Active,2022-01-22,,2021-06-20,2025-02-16,3
UM0008180,Amelia Robinson,Amelia,Robinson,Female,1970-09-25,1970,HA1 8XW,5052118941,Acme Corp,C5650,Family,S18448,Enhanced,Enhanced,Active,2011-05-07,,2010-12-25,2016-05-13,14
UM0008181,Evie Smith,Evie,Smith,Female,1984-01-06,1984,UB1 0KL,3807597785,GlobalHealth Ltd,C8041,Family,S85614,Enhanced,Standard,Active,2022-09-20,,2021-11-29,2025-07-15,3
UM0008182,George Taylor,George,Taylor,Male,1969-04-12,1969,EC1A 3MW,7970402374,BlueShield UK,C2684,Individual,S96081,Gold,Executive,Active,2010-11-21,,2010-04-01,2020-03-22,14
UM0008183,Noah Wright,Noah,Wright,Male,1975-05-13,1975,SW1A 9IV,1763849247,Acme Corp,C8180,Family,S36613,Silver,Enhanced,Active,2020-05-23,,2020-02-20,2029-01-30,5
UM0008184,Isabella Harris,Isabella,Harris,Female,1964-12-30,1964,N1 6TR,6287576232,BlueShield UK,C7411,Individual,S39511,Bronze,Executive,Active,2020-06-10,,2019-12-19,2027-09-17,5
UM0008185,Ava White,Ava,White,Female,1989-03-20,1989,W1A 0AN,4319220111,Mercer Group,C7733,Family,S78214,Standard,Executive,Active,2010-05-02,,2009-10-11,2015-10-06,15
UM0008186,Oscar Thompson,Oscar,Thompson,Male,1995-08-18,1995,SE1 4NU,3518807380,GlobalHealth Ltd,C6437,Individual,S31773,Platinum,Executive,Lapsed,2016-05-12,2022-06-03,2016-04-06,2024-09-24,9
UM0008187,Poppy Robinson,Poppy,Robinson,Female,1996-09-14,1996,KT1 2QT,9062439010,GlobalHealth Ltd,C2610,Individual,S36111,Enhanced,Executive,Active,2015-03-26,,2015-01-03,2021-06-27,10
UM0008188,Isabella Harris,Isabella,Harris,Female,1976-11-17,1976,LS1 2DU,8498371262,Acme Corp,C5797,Individual,S75107,Silver,Enhanced,Active,2019-02-16,,2018-11-08,2022-07-31,6
UM0008189,Emily Thomas,Emily,Thomas,Female,1978-02-22,1978,EC1A 9ZP,3433614532,TrustHealth Ltd,C1977,Individual,S49782,Platinum,Executive,Active,2019-11-24,,2019-10-15,2025-08-22,5
UM0008190,Thomas Davies,Thomas,Davies,Male,1956-10-30,1956,EC1A 7CX,4665698468,BlueShield UK,C9950,Individual,S18839,Bronze,Standard,Active,2020-09-22,,2020-01-31,2024-05-07,5
UM0008191,Charlie Johnson,Charlie,Johnson,Male,2003-12-29,2003,N1 0OL,1837694586,Acme Corp,C9365,Corporate,S66871,Gold,Enhanced,Active,2017-07-21,,2017-06-22,2023-07-17,8
UM0008192,Lily Robinson,Lily,Robinson,Female,1981-12-17,1981,SW1A 5YU,2122868613,Acme Corp,C8079,Family,S45538,Gold,Enhanced,Active,2024-03-01,,2023-11-14,2033-05-13,1
UM0008193,George Brown,George,Brown,Male,1982-04-21,1982,LS1 5NA,8110523778,Mercer Group,C4763,Individual,S83977,Silver,Standard,Active,2014-09-23,,2014-02-09,2015-10-04,11
UM0008194,James Wright,James,Wright,Male,1983-10-14,1983,EC1A 1RX,0222756825,Acme Corp,C7480,Individual,S95375,Silver,Enhanced,Active,2015-04-20,,2015-01-25,2024-10-16,10
UM0008195,Amelia Smith,Amelia,Smith,Female,1993-03-07,1993,SE1 5BI,3381506168,Mercer Group,C6634,Corporate,S37544,Gold,Executive,Active,2014-03-23,,2013-09-28,2020-01-18,11
UM0008196,George Robinson,George,Robinson,Male,1961-07-14,1961,E1 2HS,2127408033,Healthcare Co,C9707,Family,S80076,Platinum,Executive,Active,2017-10-01,,2017-09-27,2025-07-25,8
UM0008197,Sophie Wilson,Sophie,Wilson,Female,2007-08-28,2007,HA1 6IY,2193710762,TrustHealth Ltd,C1052,Corporate,S33568,Standard,Standard,Active,2014-05-03,,2013-05-12,2014-10-23,11
UM0008198,Oliver White,Oliver,White,Male,1974-04-29,1974,SW3 4QR,4430711835,BlueShield UK,C3191,Individual,S32350,Standard,Standard,Lapsed,2012-05-15,2019-03-19,2011-10-29,2014-12-21,13
UM0008199,Jack Jones,Jack,Jones,Male,1984-02-01,1984,M1 5XO,2879277989,Mercer Group,C5468,Corporate,S47715,Bronze,Executive,Active,2016-11-05,,2016-06-30,2024-08-27,8
UM0008200,Jacob Robinson,Jacob,Robinson,Male,1987-12-03,1987,KT1 2BJ,6572298253,BlueShield UK,C6136,Individual,S90733,Silver,Enhanced,Active,2016-01-10,,2015-03-10,2024-09-03,9
UM0008201,Arthur Thompson,Arthur,Thompson,Male,1969-11-09,1969,BR1 4OZ,8415823351,Acme Corp,C9662,Family,S25937,Platinum,Standard,Active,2018-07-29,,2017-11-22,2023-09-19,7
UM0008202,Alfie Taylor,Alfie,Taylor,Male,1970-11-01,1970,KT1 0KC,5396527373,TrustHealth Ltd,C9261,Individual,S70875,Silver,Standard,Active,2013-07-29,,2013-06-19,2014-12-28,12
UM0008203,Henry Johnson,Henry,Johnson,Male,1981-08-27,1981,EC1A 4ZY,6848703108,Mercer Group,C2800,Individual,S13424,Gold,Enhanced,Active,2013-06-09,,2013-04-14,2022-02-04,12
UM0008204,Isla Evans,Isla,Evans,Female,1990-07-09,1990,B1 1PN,2426183507,TrustHealth Ltd,C1769,Individual,S12060,Silver,Executive,Active,2022-10-11,,2022-06-15,2025-01-30,3
UM0008205,Grace Evans,Grace,Evans,Female,1996-05-28,1996,LS1 9WS,8262443934,GlobalHealth Ltd,C8904,Corporate,S54254,Platinum,Standard,Active,2014-01-24,,2013-07-24,2016-01-06,11
UM0008206,Isabella White,Isabella,White,Female,1981-12-15,1981,NW1 9UE,9937794780,TrustHealth Ltd,C6889,Individual,S26066,Platinum,Executive,Active,2015-08-23,,2015-08-21,2018-11-11,10
UM0008207,George Taylor,George,Taylor,Male,1971-03-25,1971,W1A 3XW,9001325072,BlueShield UK,C3395,Individual,S37560,Standard,Standard,Active,2021-11-15,,2021-06-27,2028-04-22,3
UM0008208,James Thompson,James,Thompson,Male,1984-05-25,1984,NW1 2IO,7381058859,Mercer Group,C7505,Corporate,S97655,Bronze,Enhanced,Active,2022-12-09,,2022-03-23,2025-06-04,2
UM0008209,Harry Davies,Harry,Davies,Male,1997-03-27,1997,EC1A 5IY,6052489308,Mercer Group,C4422,Corporate,S80729,Gold,Executive,Active,2013-05-24,,2012-10-30,2019-01-26,12
UM0008210,Isabella Wright,Isabella,Wright,Female,1994-11-23,1994,HA1 0ZU,7134496181,TrustHealth Ltd,C9319,Family,S68277,Silver,Standard,Active,2013-11-26,,2013-09-09,2022-07-16,11
UM0008211,Alfie Harris,Alfie,Harris,Male,1963-01-13,1963,SW1A 2XQ,3381852063,TrustHealth Ltd,C5799,Individual,S15049,Enhanced,Standard,Active,2021-01-14,,2020-12-30,2029-11-04,4
UM0008212,Arthur Harris,Arthur,Harris,Male,1992-06-30,1992,M1 3KD,2479031390,Healthcare Co,C1465,Family,S92446,Platinum,Executive,Active,2010-06-12,,2009-06-16,2019-05-10,15
UM0008213,Sophia White,Sophia,White,Female,1977-09-24,1977,EC1A 0NA,7342034691,Healthcare Co,C4363,Individual,S71222,Enhanced,Executive,Pending,2014-12-13,,2014-12-07,2021-10-23,10
UM0008214,Sophie Harris,Sophie,Harris,Female,1988-07-15,1988,SW1A 3HX,2249050865,BlueShield UK,C7831,Corporate,S56535,Enhanced,Enhanced,Lapsed,2018-04-02,2023-11-23,2017-08-23,2024-05-22,7
UM0008215,Charlie Williams,Charlie,Williams,Male,1996-09-21,1996,SW3 8NC,3039246045,TrustHealth Ltd,C9680,Individual,S18396,Silver,Executive,Active,2013-11-24,,2013-07-10,2021-01-19,11
UM0008216,Olivia Johnson,Olivia,Johnson,Female,2007-10-18,2007,SW1A 5FF,8505276722,GlobalHealth Ltd,C9703,Corporate,S46797,Standard,Executive,Active,2013-05-27,,2012-08-10,2015-03-05,12
UM0008217,Isla Brown,Isla,Brown,Female,1967-07-15,1967,N1 7XD,1791751456,BlueShield UK,C2642,Corporate,S37580,Executive,Executive,Active,2017-09-23,,2016-12-10,2023-04-25,8
UM0008218,Noah Wilson,Noah,Wilson,Male,1967-12-02,1967,BR1 7CK,2336516473,Mercer Group,C9769,Individual,S56489,Silver,Standard,Active,2022-01-19,,2022-01-06,2024-07-26,3
UM0008219,Arthur Thomas,Arthur,Thomas,Male,1972-04-14,1972,BR1 8HW,2982902438,GlobalHealth Ltd,C3320,Corporate,S18418,Executive,Executive,Active,2018-12-29,,2018-02-05,2023-04-02,6
UM0008220,Harry Brown,Harry,Brown,Male,1975-10-31,1975,BR1 4ZB,8722235587,TrustHealth Ltd,C7163,Family,S77502,Gold,Executive,Active,2019-03-02,,2018-05-17,2021-04-09,6
UM0008221,Oliver Davies,Oliver,Davies,Male,1962-11-01,1962,W2 7YJ,6609592044,Acme Corp,C6757,Individual,S56175,Enhanced,Standard,Active,2010-12-10,,2010-04-28,2013-08-06,14
UM0008222,Charlotte Wilson,Charlotte,Wilson,Female,1961-03-25,1961,B1 1JI,2085930849,Mercer Group,C7564,Individual,S59093,Bronze,Enhanced,Active,2010-04-16,,2009-09-28,2018-04-29,15
UM0008223,Amelia Johnson,Amelia,Johnson,Female,1966-05-24,1966,SE1 5UV,2253954292,GlobalHealth Ltd,C6344,Corporate,S27232,Bronze,Standard,Active,2019-04-20,,2018-11-15,2027-12-02,6
UM0008224,Isabella Taylor,Isabella,Taylor,Female,2003-04-24,2003,SW3 2MQ,5795381383,GlobalHealth Ltd,C1327,Corporate,S69466,Silver,Executive,Active,2011-10-24,,2011-10-02,2015-05-31,14
UM0008225,Thomas Taylor,Thomas,Taylor,Male,1978-10-04,1978,EN1 9GJ,4225644128,Mercer Group,C4018,Family,S50711,Enhanced,Executive,Lapsed,2018-02-11,2026-03-04,2018-01-19,2021-05-12,7
UM0008226,Oscar White,Oscar,White,Male,1985-08-01,1985,EC1A 7AH,6244482632,Healthcare Co,C2134,Family,S52702,Enhanced,Standard,Active,2018-04-21,,2017-10-20,2019-12-20,7
UM0008227,Sophie White,Sophie,White,Female,1980-04-10,1980,EC1A 1CF,6492855955,GlobalHealth Ltd,C7359,Individual,S32371,Gold,Standard,Active,2024-01-20,,2023-12-03,2030-05-21,1
UM0008228,James Johnson,James,Johnson,Male,1996-05-19,1996,E1 7XB,7529434360,GlobalHealth Ltd,C7031,Corporate,S31998,Bronze,Enhanced,Active,2023-10-13,,2023-03-16,2026-09-22,2
UM0008229,Mia Jones,Mia,Jones,Female,1982-09-24,1982,N1 3SG,6474141056,Healthcare Co,C7893,Corporate,S72495,Executive,Standard,Active,2018-03-25,,2017-06-26,2019-04-19,7
